Asset,weights
COST,0.022779125329603404
ETSY,0.012199305286278238
XOM,0.02413525568613022
FOXA,0.10185771493436639
IR,0.014389971982190355
LH,0.22445053067814305
MKTX,0.30336575924764236
MU,0.05407672241175854
NCLH,0.026005360107000258
PCAR,0.0164007895706637
PCG,0.03337013141563807
SRE,0.1047301128165218
V,0.028083946479878115
XEL,0.03415402539164829
