Asset,weights
ABBV,0.01851677059357945
BKR,0.042065470496791976
FIS,0.15936573202523485
DOC,0.12912262172391276
HSIC,0.018643838969338442
IDXX,0.08405356702210351
LH,0.10013121920492322
MKTX,0.1445733103871404
NCLH,0.07498934968328064
POOL,0.029558533707298242
VICI,0.1989795809059371
