Asset,weights
AMD,0.010776288445087793
COST,0.03570224929944297
XOM,0.03294231893638781
FOXA,0.08862519115957168
LH,0.2085291448626035
MKTX,0.2481204255373138
MU,0.06530521402268523
MAA,0.007151399982499646
MRNA,0.005795308485701308
NCLH,0.022874391951560165
PCAR,0.019888383883737717
PCG,0.057373137324207735
QRVO,0.010407065354198533
RTX,0.004451844750791205
SRE,0.09516746645850284
TXT,0.038854224700592674
V,0.033081401417087264
XEL,0.014952032845210433
