Asset,weights
AMD,0.006604575819717139
CDNS,0.02345518248923051
COST,0.0013389886288118701
XOM,0.024697357620679258
FIS,0.00901103334407659
FOXA,0.07383179199893097
IR,0.012317129420957633
LH,0.1862593206657812
MKTX,0.2635872010492244
MU,0.12225325667561947
MRNA,0.00569975131386351
NCLH,0.04638354072163326
PCAR,0.017038902154939403
PCG,0.04561774083013823
QRVO,0.005591233394476318
RTX,0.01291783931374158
SRE,0.07517155534009398
TXT,0.024522938978960795
V,0.043700645374823203
