Asset,weights
ABBV,0.01851677060896659
BKR,0.04206547048748164
FIS,0.15936573201493673
DOC,0.12912262170944683
HSIC,0.0186438389733222
IDXX,0.08405356702501239
LH,0.10013121920275679
MKTX,0.14457331039346602
NCLH,0.0749893496790789
POOL,0.029558533730251964
VICI,0.19897958089469991
