Asset,weights
COST,0.032299373837664146
FIS,0.12508469213388584
DOC,0.06771007698411775
IDXX,0.03662284896038116
IR,0.0001790404527343132
JBHT,0.012941150143525032
LH,0.15532886286728076
MKTX,0.2679139869748385
NCLH,0.10116155419403039
POOL,0.033631469907901126
SLB,0.017970914851314367
VICI,0.14915069709354817
